movie_title,production_date,genres,runtime_minutes,director_name,director_professions,director_birthYear,director_deathYear,movie_averageRating,movie_numerOfVotes,approval_Index,Production budget $,Domestic gross $,Worldwide gross $
Half Past Dead,2002-11-15,"Action,Crime,Thriller",98.0,Don Michael Paul,"actor,director,writer",\N,alive,4.6,16102.0,3.1465902246533703,25000000,15567860,19233280
Gettysburg,1993-10-08,"Drama,History,War",271.0,Ron Maxwell,"director,producer,writer",1949,alive,7.6,29736.0,5.627693327733638,25000000,10731997,10731997
The Dark Tower,2017-08-02,"Action,Adventure,Fantasy",95.0,Nikolaj Arcel,"writer,director,miscellaneous",1972,alive,5.6,140469.0,4.751744385597028,66000000,50701325,113461527
Hamlet,1996-12-25,Drama,242.0,Kenneth Branagh,"actor,producer,director",1960,alive,7.8,38679.0,5.9301562957735,18000000,4501094,7129670
Standing Ovation,2010-07-16,Musical,105.0,Stewart Raffill,"director,miscellaneous,writer",1942,alive,3.0,817.0,1.348275270252538,5600000,531806,531806
Furious 7,2015-04-01,"Action,Crime,Thriller",137.0,James Wan,"producer,writer,director",1977,alive,7.1,393939.0,6.598530746143006,190000000,353007020,1514553486
The Exorcist,1973-12-26,Horror,122.0,William Friedkin,"director,writer,producer",1935,alive,8.1,413118.0,7.574798904552899,12000000,230347346,428214478
Finding Nemo,2003-05-30,"Adventure,Animation,Comedy",100.0,-,-,-,-,8.2,1050849.0,8.233210407263126,94000000,380529370,936094852
Made in Dagenham,2010-11-19,"Biography,Comedy,Drama",113.0,Nigel Cole,"director,actor,assistant_director",1959,alive,7.1,15609.0,4.91209580456186,8000000,1095369,15644196
Maleficent: Mistress of Evil,2019-10-17,"Adventure,Family,Fantasy",119.0,Joachim Rønning,"director,producer,writer",1972,alive,6.6,107946.0,5.495926648771709,185000000,113929605,489181357
Hotel Transylvania,2012-09-27,"Adventure,Animation,Comedy",91.0,Genndy Tartakovsky,"producer,writer,director",1970,alive,7.0,260435.0,6.290597296528807,85000000,148313048,378119469
The Hateful Eight,2015-12-25,"Crime,Drama,Mystery",168.0,Quentin Tarantino,"writer,actor,producer",1963,alive,7.8,610157.0,7.513173955941575,62000000,54117416,151813358
Kingsman: The Golden Circle,2017-09-19,"Action,Adventure,Comedy",141.0,Matthew Vaughn,"producer,director,writer",1971,alive,6.7,333873.0,6.137803657201796,104000000,100234838,408803696
21 Grams,2003-11-21,"Crime,Drama,Thriller",124.0,Alejandro G. Iñárritu,"producer,director,writer",1963,alive,7.6,239362.0,6.793910233104226,20000000,16248701,59667625
Wild Target,2010-10-29,"Action,Comedy,Crime",98.0,Jonathan Lynn,"writer,actor,director",1943,alive,6.7,38940.0,5.078576150925716,8000000,109338,5314194
RoboCop 3,1993-11-05,"Action,Crime,Sci-Fi",104.0,Fred Dekker,"producer,writer,director",1959,alive,4.1,51372.0,3.1402086703209693,22000000,10696210,10696210
A Lot Like Love,2005-04-22,"Comedy,Drama,Romance",107.0,Nigel Cole,"director,actor,assistant_director",1959,alive,6.6,69878.0,5.28475070031657,25000000,21835784,41921590
Dope,2015-06-19,"Adventure,Comedy,Crime",103.0,Rick Famuyiwa,"producer,director,writer",1973,alive,7.2,86653.0,5.891146444391703,7000000,17506470,18190831
Little Voice,1998-12-04,"Comedy,Drama,Music",97.0,Mark Herman,"writer,director,producer",1954,alive,7.0,16730.0,4.876774652689563,6000000,4595000,21787233
Moneyball,2011-09-23,"Biography,Drama,Sport",133.0,Bennett Miller,"director,producer,cinematographer",1966,alive,7.6,429654.0,7.121026895912555,50000000,75605492,111300835
School for Scoundrels,2006-09-29,Comedy,100.0,Todd Phillips,"producer,director,writer",1970,alive,5.9,29924.0,4.34211497890675,20000000,17807569,17807569
The Texas Chainsaw Massacre 2,1986-08-22,"Comedy,Horror",101.0,Tobe Hooper,"director,writer,producer",1943,2017,5.6,34498.0,4.173232323744683,4700000,8025872,8025872
For Love of the Game,1999-09-17,"Drama,Romance,Sport",137.0,Sam Raimi,"producer,writer,director",1959,alive,6.6,35811.0,4.960132074360872,50000000,35188640,46112640
The Other Boleyn Girl,2008-02-29,"Biography,Drama,History",115.0,Justin Chadwick,"director,actor,producer",1968,alive,6.7,114766.0,5.611396037956969,40000000,26814957,78269970
Hairspray,2007-07-20,"Comedy,Drama,Musical",117.0,Adam Shankman,"producer,miscellaneous,director",1964,alive,6.7,132687.0,5.682922405784319,75000000,118871849,202822861
Gods and Monsters,1998-11-06,"Biography,Drama",105.0,Bill Condon,"director,writer,producer",1955,alive,7.3,31497.0,5.431245105745943,3500000,6451628,6451628
The Next Best Thing,2000-03-03,"Comedy,Drama,Romance",108.0,John Schlesinger,"director,actor,assistant_director",1926,2003,4.6,11427.0,3.030515446900735,25000000,14983572,24355762
Crimson Peak,2015-10-14,"Drama,Horror,Mystery",119.0,Guillermo del Toro,"writer,producer,director",1964,alive,6.5,150910.0,5.570892522243012,55000000,31090320,74966854
Sinbad: Legend of the Seven Seas,2003-07-02,"Adventure,Animation,Comedy",88.0,-,-,-,-,6.7,55835.0,5.2562260720733365,60000000,26483452,80767884
The D Train,2015-05-08,"Comedy,Drama",101.0,-,-,-,-,5.1,11176.0,3.365914467863464,3000000,669688,816494
The Ant Bully,2006-07-28,"Adventure,Animation,Comedy",88.0,John A. Davis,"writer,producer,director",1961,alive,5.8,40224.0,4.392515081564196,45000000,28142535,49610898
Johnson Family Vacation,2004-04-07,Comedy,97.0,Christopher Erskin,director,\N,alive,4.5,8005.0,2.8439304524450604,12000000,31203964,31286759
The Guardian,2006-09-29,"Action,Adventure,Drama",139.0,Andrew Davis,"director,cinematographer,producer",1946,alive,6.9,94379.0,5.68354753108756,70000000,55011732,94973540
The Pursuit of D.B. Cooper,1981-11-13,"Adventure,Crime,Drama",100.0,-,-,-,-,5.5,1307.0,2.7718265708695053,12000000,2104164,2104164
On Deadly Ground,1994-02-18,"Action,Adventure,Thriller",101.0,Steven Seagal,"actor,producer,writer",1952,alive,4.6,24375.0,3.2869146245949072,50000000,38590458,38590458
The Accountant,2016-10-11,"Action,Thriller",128.0,Gavin O'Connor,"producer,director,writer",1963,alive,7.3,299922.0,6.64166582018607,40000000,86260045,152962083
Timeline,2003-11-26,"Action,Adventure,Sci-Fi",116.0,Richard Donner,"director,producer,actor",1930,2021,5.6,63990.0,4.427789110635494,80000000,19480739,26703184
13 Sins,2014-04-18,"Horror,Thriller",93.0,Daniel Stamm,"director,writer",1976,alive,6.3,37211.0,4.746455094331657,4000000,9134,47552
Predator 2,1990-11-21,"Action,Horror,Sci-Fi",108.0,Stephen Hopkins,"producer,director,miscellaneous",1958,alive,6.3,171756.0,5.455399998344605,35000000,28317513,54768418
The Smurfs 2,2013-07-31,"Adventure,Animation,Comedy",105.0,Raja Gosnell,"editor,director,editorial_department",1958,alive,5.3,43160.0,4.029957387752842,110000000,71017784,348547523
Lucy in the Sky,2019-10-04,"Drama,Romance,Sci-Fi",124.0,Noah Hawley,"writer,producer,miscellaneous",\N,alive,4.9,8163.0,3.1154888616704826,27000000,319976,325943
Nim's Island,2008-04-04,"Adventure,Comedy,Drama",96.0,-,-,-,-,6.0,35773.0,4.496757849683482,37000000,48006762,101857425
The Kingdom,2007-09-28,"Action,Drama,Thriller",110.0,Peter Berg,"producer,actor,writer",1964,alive,7.0,126992.0,5.920690804310416,72500000,47467250,86802457
The Duchess,2008-09-19,"Biography,Drama,History",110.0,Saul Dibb,"director,producer,writer",1968,alive,6.9,84477.0,5.627277955026168,27000000,13848978,45160110
Dead Silence,2007-03-16,"Horror,Mystery,Thriller",89.0,James Wan,"producer,writer,director",1977,alive,6.1,96386.0,5.018744977877367,20000000,16574590,20614661
A Guy Named Joe,1943-12-24,"Drama,Fantasy,Romance",120.0,Victor Fleming,"director,cinematographer,producer",1889,1949,6.9,2671.0,3.873778700721386,2627000,5363000,5363000
Michael Collins,1996-10-11,"Biography,Drama,Thriller",133.0,Neil Jordan,"writer,producer,director",1950,alive,7.1,32084.0,5.288478009272354,25000000,11092559,27572844
Winter in Wartime,2008-11-27,"Drama,History,War",103.0,Martin Koolhoven,"writer,director,actor",1969,alive,7.0,13084.0,4.750174436100566,5800000,542860,9662214
House of the Dead,2003-10-10,"Action,Adventure,Horror",90.0,Uwe Boll,"producer,director,writer",1965,alive,2.1,37632.0,1.4960040434134594,7000000,10199354,13860078
Kingdom Come,2001-04-11,"Comedy,Drama",94.0,Doug McHenry,"producer,director,music_department",\N,alive,5.5,2325.0,3.0049066539118545,7000000,23247539,23393939
Arachnophobia,1990-07-18,"Comedy,Horror,Thriller",109.0,Frank Marshall,"producer,miscellaneous,director",1946,alive,6.5,71539.0,5.213916030946959,31000000,53208180,53208180
Here on Earth,2000-03-24,"Drama,Romance",96.0,Mark Piznarski,"director,producer,writer",\N,alive,5.1,8706.0,3.2721977084901264,15000000,10494147,10845127
Donnie Brasco,1997-02-28,"Biography,Crime,Drama",127.0,Mike Newell,"director,producer,writer",1942,alive,7.7,312640.0,7.036344091991774,35000000,41954997,65303052
The Mist,2007-11-21,"Horror,Sci-Fi,Thriller",126.0,Frank Darabont,"writer,producer,director",1959,alive,7.1,316087.0,6.48351315541251,13000000,25593755,57189408
Sleeper,1973-12-17,"Comedy,Sci-Fi",89.0,Woody Allen,"writer,director,actor",1935,alive,7.1,43504.0,5.44754130076805,2000000,18344729,18344729
Freakonomics,2010-10-01,Documentary,93.0,-,-,-,-,6.3,7594.0,4.00980286159067,2900000,101270,172867
The Mortal Instruments: City of Bones,2013-08-21,"Action,Adventure,Fantasy",130.0,Harald Zwart,"director,producer,writer",1965,alive,5.8,135645.0,4.911245166867177,60000000,31165421,75965567
Unfaithful,2002-05-08,"Drama,Romance,Thriller",124.0,Adrian Lyne,"director,writer,producer",1941,alive,6.7,91481.0,5.499612022980484,50000000,52752475,119114494
Thor: Love and Thunder,2022-07-01,"Action,Adventure,Comedy",118.0,Taika Waititi,"producer,writer,actor",1975,alive,6.3,340924.0,5.773184359213031,250000000,343256830,760928081
Crocodile Dundee in Los Angeles,2001-04-20,"Action,Adventure,Comedy",95.0,Simon Wincer,"director,assistant_director,producer",1943,alive,4.8,25349.0,3.449392920150332,25000000,25590119,39393111
54,1998-08-28,"Drama,Music",93.0,Mark Christopher,"writer,producer,director",1963,alive,5.8,33632.0,4.316135459044919,13000000,16757163,16757163
The Trouble with Harry,1955-10-03,"Comedy,Mystery",99.0,Alfred Hitchcock,"director,producer,writer",1899,1980,7.0,39277.0,5.31631589943916,1200000,7000000,7000000
Harry Potter and the Chamber of Secrets,2002-11-15,"Adventure,Family,Fantasy",161.0,Chris Columbus,"producer,writer,director",1958,alive,7.4,643366.0,7.149977303234712,100000000,262233381,874954530
Inside Job,2010-10-08,"Crime,Documentary",109.0,Charles Ferguson,"producer,director,writer",1955,alive,8.2,76421.0,6.651861684899648,2000000,4311834,7799257
For Your Eyes Only,1981-06-26,"Action,Adventure,Thriller",127.0,John Glen,"editor,assistant_director,director",1932,alive,6.7,103276.0,5.5593942834086905,28000000,54800000,195300000
The Killing Fields,1984-11-02,"Biography,Drama,History",141.0,Roland Joffé,"producer,director,writer",1945,alive,7.8,56441.0,6.147027166218479,16000000,34609720,34609720
Eight Legged Freaks,2002-07-17,"Action,Adventure,Comedy",99.0,Ellory Elkayem,"director,writer",1970,alive,5.5,58221.0,4.30813451126466,30000000,17266505,36722311
Spawn,1997-07-31,"Action,Drama,Horror",96.0,Mark A.Z. Dippé,"visual_effects,director,producer",1956,alive,5.2,69344.0,4.132844331528397,40000000,54979992,87949859
Saw II,2005-10-28,"Horror,Mystery",93.0,Darren Lynn Bousman,"director,producer,writer",1979,alive,6.6,256589.0,5.916376955799944,5000000,87025093,152925093
Felicia's Journey,1999-11-12,"Drama,Thriller",116.0,Atom Egoyan,"director,writer,producer",1960,alive,7.0,8066.0,4.501039820333662,15000000,824295,1970268
Million Dollar Baby,2004-12-15,"Drama,Sport",132.0,Clint Eastwood,"actor,producer,director",1930,alive,8.1,691828.0,7.882077443567401,30000000,100492203,231928227
Lucky Break,2001-08-24,"Comedy,Crime,Romance",107.0,Peter Cattaneo,"director,writer,producer",1964,alive,6.2,2239.0,3.386934338148684,6000000,54606,4316497
The Life Aquatic with Steve Zissou,2004-12-10,"Action,Adventure,Comedy",119.0,Wes Anderson,"writer,director,producer",1969,alive,7.2,200295.0,6.335005393347988,50000000,24006726,34806726
Sing 2,2021-12-01,"Adventure,Animation,Comedy",110.0,-,-,-,-,7.4,71413.0,5.953136312333084,85000000,162790990,404655292
Ghost Town,2008-09-19,"Comedy,Drama,Fantasy",102.0,David Koepp,"writer,miscellaneous,director",1963,alive,6.7,74803.0,5.400393710686943,20000000,13367624,29958228
Scoop,2006-07-28,"Comedy,Crime,Fantasy",96.0,Woody Allen,"writer,director,actor",1935,alive,6.6,85384.0,5.382067886408008,4000000,10525717,40103262
Blended,2014-05-22,"Comedy,Romance",117.0,Frank Coraci,"director,actor,writer",1966,alive,6.5,135174.0,5.518228558762005,45000000,46290741,127990741
Peaceful Warrior,2006-06-02,"Drama,Romance,Sport",120.0,Victor Salva,"writer,director,producer",1958,alive,7.2,28778.0,5.307213041294936,10000000,2893666,3260179
Selena,1997-03-21,"Biography,Drama,Music",127.0,Gregory Nava,"writer,director,producer",1949,alive,6.8,29610.0,5.019303367856654,20000000,35782828,35782828
Quarantine,2008-10-10,"Horror,Sci-Fi,Thriller",89.0,John Erick Dowdle,"writer,director,producer",1972,alive,5.9,74611.0,4.738714182269376,12000000,31691811,41924774
Cat People,1982-04-02,"Fantasy,Horror,Thriller",118.0,Paul Schrader,"writer,director,soundtrack",1946,alive,6.2,22414.0,4.437783162165338,12500000,7000000,21000000
On the Basis of Sex,2018-11-23,"Biography,Drama",120.0,Mimi Leder,"producer,director,script_department",1952,alive,7.1,35348.0,5.339088765281431,20000000,24704837,38794346
Memoirs of a Geisha,2005-12-09,"Drama,Romance",145.0,Rob Marshall,"director,miscellaneous,producer",1960,alive,7.3,152455.0,6.27823672058617,85000000,57010853,161510853
Catwoman,2004-07-23,"Action,Crime,Fantasy",104.0,Pitof,"visual_effects,producer,director",1957,alive,3.4,121037.0,2.7959519842841827,100000000,40202379,82078046
8 Million Ways to Die,1986-04-25,"Action,Crime,Drama",115.0,Hal Ashby,"director,editorial_department,actor",1929,1988,5.7,5442.0,3.475620018042877,18000000,1305114,1305114
Religulous,2008-10-01,"Comedy,Documentary,War",101.0,Larry Charles,"producer,writer,miscellaneous",1956,alive,7.6,59454.0,6.01511168337363,2500000,13011160,13881317
Salvation Boulevard,2011-07-15,"Comedy,Crime,Drama",96.0,George Ratliff,"director,writer,producer",1968,alive,5.3,4698.0,3.1651395476439226,5500000,28468,28468
Taken 2,2012-09-27,"Action,Crime,Thriller",92.0,Olivier Megaton,"director,writer,assistant_director",1965,alive,6.2,310531.0,5.636859142512366,45000000,139854287,377807404
Falcon Rising,2014-09-04,"Action,Adventure,Crime",103.0,Ernie Barbarash,"director,producer,writer",\N,alive,5.7,8908.0,3.68229082736099,4500000,11774,11774
Pieces of April,2003-10-17,"Comedy,Drama",80.0,Peter Hedges,"writer,producer,director",1962,alive,7.0,21454.0,5.004865450350303,300000,2528664,3571253
Novocaine,2001-11-16,"Comedy,Crime,Drama",95.0,David Atkins,"writer,producer,director",\N,alive,5.8,11357.0,3.852852681391765,6000000,2025238,2522928
Dragonslayer,1981-06-26,"Action,Adventure,Fantasy",108.0,Matthew Robbins,"writer,director,actor",1945,alive,6.6,18545.0,4.640583483429634,18000000,6000000,6000000
Tomcats,2001-03-30,Comedy,95.0,Gregory Poirier,"writer,producer,director",1961,alive,5.3,18915.0,3.708266308345487,11000000,13558739,13558739
American Assassin,2017-09-14,"Action,Thriller",111.0,Michael Cuesta,"producer,director,writer",1963,alive,6.2,84441.0,5.0428263030568745,63000000,36249674,68310140
The Nut Job,2014-01-17,"Adventure,Animation,Comedy",85.0,Peter Lepeniotis,"director,animation_department,writer",1965,alive,5.7,29072.0,4.178341994829211,30000000,64251538,122529966
The Village,2004-07-30,"Drama,Mystery,Thriller",108.0,M. Night Shyamalan,"producer,director,writer",1970,alive,6.6,264949.0,5.9319460124044445,71682975,114197520,257641634
Top Hat,1935-09-06,"Comedy,Musical,Romance",101.0,Mark Sandrich,"director,writer,producer",1900,1945,7.7,19638.0,5.468428494094631,609000,1782000,3202000
Restoration,1995-12-29,"Biography,Drama,History",117.0,Michael Hoffman,"director,writer,producer",1956,alive,6.6,9612.0,4.321455906237784,18000000,4100000,4100000
The Spiderwick Chronicles,2008-02-14,"Action,Adventure,Drama",96.0,Mark Waters,"writer,miscellaneous",1964,alive,6.5,97773.0,5.363320354257764,92500000,71195053,162839667
The Medallion,2003-08-22,"Action,Comedy,Fantasy",88.0,Gordon Chan,"writer,producer,director",1960,alive,5.2,42314.0,3.9438593034409046,41000000,22108977,22108977
Step Brothers,2008-07-25,Comedy,98.0,Adam McKay,"producer,writer,director",1968,alive,6.9,300292.0,6.271141326718692,65000000,100468793,128107642
Rudy,1993-10-13,"Biography,Drama,Sport",114.0,David Anspaugh,"producer,director",1946,alive,7.5,65050.0,5.983868307916984,12000000,22750363,22750363
Lincoln,2012-11-09,"Biography,Drama,History",150.0,Steven Spielberg,"producer,writer,director",1946,alive,7.3,263077.0,6.571265309220782,65000000,182207973,273346281
The Muppet Movie,1979-06-22,"Adventure,Comedy,Family",95.0,James Frawley,"director,producer,actor",1936,2019,7.6,36968.0,5.749421577301172,8000000,76657000,76657000
The Post,2017-12-22,"Biography,Drama,History",116.0,Steven Spielberg,"producer,writer,director",1946,alive,7.2,153746.0,6.194894598650405,50000000,81903458,179769457
Envy,2004-04-30,Comedy,99.0,Barry Levinson,"producer,writer,director",1942,alive,4.8,31480.0,3.5258921186076813,20000000,13548322,14566246
Forgetting Sarah Marshall,2008-04-18,"Comedy,Drama,Romance",111.0,Nicholas Stoller,"producer,writer,director",1976,alive,7.1,288682.0,6.43613730655875,30000000,63172463,105475310
Slam,1998-10-09,Drama,100.0,Marc Levin,"producer,director,writer",\N,alive,7.0,2375.0,3.8713383872627656,1000000,1009819,1087521
Never Let Me Go,2010-09-15,"Drama,Romance,Sci-Fi",103.0,Mark Romanek,"director,producer,writer",1959,alive,7.1,147726.0,6.086158052766214,15000000,2434652,11173718
Star Trek: First Contact,1996-11-22,"Action,Adventure,Drama",111.0,Jonathan Frakes,"actor,director,producer",1952,alive,7.6,127006.0,6.439539846952518,46000000,92027888,150000000
Pulse,2006-08-11,"Horror,Sci-Fi,Thriller",90.0,Jim Sonzero,"miscellaneous,director,writer",\N,alive,4.7,29773.0,3.4304109166400365,20500000,20264436,30241435
Home Run,2013-04-19,"Drama,Sport",113.0,David Boyd,"cinematographer,camera_department,director",\N,alive,5.9,3138.0,3.3632024612022526,1200000,2859955,2859955
The Future,2011-07-29,"Drama,Fantasy,Romance",91.0,Miranda July,"writer,actress,director",1974,alive,6.1,8849.0,3.946965890064585,1000000,568662,1239174
Deck the Halls,2006-11-22,"Comedy,Family",93.0,John Whitesell,"director,producer",1953,alive,5.0,30448.0,3.666035092814248,51000000,35093569,46815807
The Family Man,2000-12-22,"Comedy,Drama,Fantasy",125.0,Brett Ratner,"producer,director,music_department",1969,alive,6.8,113080.0,5.689711345122782,60000000,75764085,124715863
Death Race,2008-08-22,"Action,Sci-Fi,Thriller",105.0,Paul W.S. Anderson,"writer,director,producer",1965,alive,6.4,211473.0,5.642039919266933,65000000,36316032,72516819
Into the Wild,2007-09-21,"Adventure,Biography,Drama",148.0,Sean Penn,"actor,director,producer",1960,alive,8.1,627838.0,7.824236593632516,20000000,18354356,56822960
The Ice Pirates,1984-03-16,"Action,Adventure,Comedy",91.0,Stewart Raffill,"director,miscellaneous,writer",1942,alive,5.6,11217.0,3.710339244772439,9000000,13075390,13075390
Men in Black: International,2019-06-12,"Action,Adventure,Comedy",114.0,F. Gary Gray,"director,actor,producer",1969,alive,5.6,137048.0,4.741585774137847,110000000,80001807,253015298
Resident Evil: Retribution,2012-09-12,"Action,Horror,Sci-Fi",95.0,Paul W.S. Anderson,"writer,director,producer",1965,alive,5.3,144586.0,4.501389075992098,65000000,42345531,240647629
Swing Vote,2008-08-01,"Comedy,Drama",120.0,Joshua Michael Stern,"writer,director,producer",\N,alive,6.1,18980.0,4.289442969429193,21000000,16289867,17589867
Tremors,1990-01-19,"Comedy,Horror",96.0,Ron Underwood,"director,writer,producer",1953,alive,7.1,141103.0,6.062196813038197,10000000,16667084,16667391
Morvern Callar,2002-12-20,Drama,97.0,Lynne Ramsay,"director,writer,producer",1969,alive,6.7,10417.0,4.428576547478345,6000000,267194,267194
Last Vegas,2013-01-28,"Comedy,Drama",105.0,Jon Turteltaub,"producer,director,writer",1963,alive,6.6,133696.0,5.59981374899028,28000000,63914167,112914167
Delivery Man,2013-11-21,"Comedy,Drama",105.0,Ken Scott,"writer,director,actor",\N,alive,6.3,80425.0,5.10370193259098,22000000,30659817,55616322
Riding in Cars with Boys,2001-10-19,"Biography,Comedy,Drama",132.0,Penny Marshall,"actress,director,producer",1943,2018,6.5,29499.0,4.790251377418756,47000000,29781453,29781453
Conan the Destroyer,1984-06-29,"Action,Adventure,Fantasy",103.0,Richard Fleischer,"director,producer,writer",1916,2006,5.9,81601.0,4.777588765652191,18000000,26400000,26400000
Ever After: A Cinderella Story,1998-07-31,"Comedy,Drama,Romance",121.0,Andy Tennant,"producer,director,writer",1955,alive,7.1,77383.0,5.748389214268777,26000000,65705772,65705772
Brothers,2009-12-04,"Drama,Thriller,War",105.0,Jim Sheridan,"producer,director,writer",1949,alive,7.1,131590.0,6.0257349406231135,26000000,28544157,45043870
Loaded Weapon 1,1993-02-05,"Action,Comedy,Crime",84.0,Gene Quintano,"writer,director,producer",1946,alive,6.2,49310.0,4.797442889133766,13000000,27979399,27979399
Jurassic World,2015-06-09,"Action,Adventure,Sci-Fi",124.0,Colin Trevorrow,"writer,producer,director",1976,alive,6.9,648398.0,6.661918582447434,215000000,652306625,1669963641
Meteor,1979-10-19,"Action,Drama,Sci-Fi",108.0,Ronald Neame,"cinematographer,director,producer",1911,2010,5.0,7495.0,3.1503530556334898,16000000,8400000,8400000
The Running Man,1987-11-13,"Action,Sci-Fi,Thriller",101.0,Paul Michael Glaser,"actor,producer,director",1943,alive,6.6,156503.0,5.676298274024482,30000000,38122000,38122000
Modern Problems,1981-12-25,"Comedy,Fantasy,Sci-Fi",93.0,Ken Shapiro,"actor,writer,director",1942,2017,5.0,5590.0,3.042471051258937,8000000,24474312,24474312
Scary Movie 3,2003-10-24,Comedy,84.0,David Zucker,"writer,producer,director",1947,alive,5.5,150013.0,4.691138298701093,45000000,110000082,155200000
The Pianist,2002-12-27,"Biography,Drama,Music",150.0,Roman Polanski,"director,actor,writer",1933,alive,8.5,839103.0,8.398523408499704,35000000,32519322,111854182
Dallas Buyers Club,2013-11-01,"Biography,Drama",117.0,Jean-Marc Vallée,"director,editor,producer",1963,2021,7.9,493461.0,7.487804866807972,5000000,27298285,60611845
After the Sunset,2004-11-12,"Action,Comedy,Crime",97.0,Brett Ratner,"producer,director,music_department",1969,alive,6.2,48307.0,4.788068493230922,57000000,28328132,38329114
Jack Reacher: Never Go Back,2016-10-20,"Action,Crime,Drama",118.0,Edward Zwick,"producer,writer,director",1952,alive,6.1,162248.0,5.252468554489549,60000000,58697076,159946489
The Twilight Saga: New Moon,2009-11-19,"Adventure,Drama,Fantasy",130.0,Chris Weitz,"producer,writer,director",1969,alive,4.7,287855.0,4.214987664664319,50000000,296623634,687557727
Little Shop of Horrors,1986-12-19,"Comedy,Horror,Musical",94.0,Frank Oz,"actor,miscellaneous,soundtrack",1944,alive,7.1,79126.0,5.760024986624624,30000000,38747385,38747385
Punch-Drunk Love,2002-10-11,"Comedy,Drama,Romance",95.0,Paul Thomas Anderson,"director,writer,producer",1970,alive,7.3,167865.0,6.329954237286247,25000000,17791031,24591031
The BFG,2016-06-30,"Adventure,Family,Fantasy",117.0,Steven Spielberg,"producer,writer,director",1946,alive,6.3,87924.0,5.1450239667989175,140000000,55483770,199646680
Standard Operating Procedure,2008-04-25,"Crime,Documentary,War",116.0,Errol Morris,"director,producer,writer",1948,alive,7.4,4029.0,4.387846958268363,5000000,228830,332120
Valentine,2001-02-02,"Horror,Mystery,Thriller",96.0,Jamie Blanks,"composer,editor,director",\N,alive,4.8,28748.0,3.4938307196575096,10000000,20384136,20384136
The Peanuts Movie,2015-11-05,"Adventure,Animation,Comedy",88.0,Steve Martino,"director,miscellaneous,art_department",1959,alive,7.0,47063.0,5.409457276163483,99000000,130178411,250091610
Wonder Woman,2017-05-29,"Action,Adventure,Fantasy",141.0,Patty Jenkins,"director,writer,producer",1971,alive,7.4,664284.0,7.167397708319825,150000000,412563408,817691766
Fargo,1996-03-08,"Crime,Thriller",98.0,-,-,-,-,8.1,683738.0,7.8750674445662,7000000,24567751,51203507
The Finest Hours,2016-01-27,"Action,Drama,History",117.0,Craig Gillespie,"producer,director,writer",1967,alive,6.7,67854.0,5.35233094939127,70000000,27569558,49252761
School Daze,1988-02-12,"Comedy,Drama,Musical",121.0,Spike Lee,"director,producer,writer",1957,alive,6.1,7579.0,3.877435106917323,6000000,14545844,14545844
80 for Brady,2023-02-03,"Comedy,Drama,Sport",98.0,Kyle Marvin,"director,producer,actor",\N,alive,5.2,359.0,2.11907441354424,28000000,37688000,37688000
Romeo Must Die,2000-03-22,"Action,Crime,Thriller",115.0,Andrzej Bartkowiak,"cinematographer,director,producer",1950,alive,6.1,71392.0,4.884023943407627,25000000,55973336,91036760
The Upside of Anger,2005-03-11,"Comedy,Drama",118.0,Mike Binder,"writer,actor,producer",1958,alive,6.8,22341.0,4.878371564560576,12000000,18761993,28915761
Shalako,1968-01-01,Western,113.0,Edward Dmytryk,"director,editor,editorial_department",1908,1999,5.6,3216.0,3.1956052189140265,1455000,2620000,2620000
Abduction,2011-09-23,"Action,Mystery,Thriller",106.0,John Singleton,"producer,writer,director",1968,2019,5.1,81365.0,4.110818225732395,35000000,28087155,86648359
Charlie St. Cloud,2010-07-30,"Drama,Fantasy,Romance",100.0,Burr Steers,"director,actor,writer",1965,alive,6.4,63087.0,5.072470908767027,44000000,31206263,48478084
White Squall,1996-02-02,"Adventure,Drama",129.0,Ridley Scott,"producer,director,production_designer",1937,alive,6.6,24347.0,4.772766709784147,38000000,10229300,10229300
The Simpsons Movie,2007-07-26,"Adventure,Animation,Comedy",87.0,David Silverman,"producer,animation_department,miscellaneous",1957,alive,7.3,334463.0,6.700211576727078,72500000,183135014,527071022
Tango & Cash,1989-12-22,"Action,Comedy,Crime",104.0,-,-,-,-,6.4,107883.0,5.325113704525871,55000000,63408614,63408614
Veronica Guerin,2003-07-11,"Biography,Crime,Drama",98.0,Joel Schumacher,"director,writer,producer",1939,2020,6.8,20877.0,4.844462768861744,17000000,1569918,9438074
Four Rooms,1995-12-25,Comedy,98.0,-,-,-,-,6.7,106590.0,5.574964052249349,4000000,4301000,4301000
Titanic,1997-12-18,"Drama,Romance",194.0,James Cameron,"writer,producer,director",1954,alive,7.9,1186257.0,7.997621721075507,200000000,674171000,2222759773
U-571,2000-04-21,"Action,War",116.0,Jonathan Mostow,"director,producer,writer",1961,alive,6.6,83430.0,5.370825972064993,62000000,77086030,127630030
Paul Blart: Mall Cop,2009-01-16,"Action,Comedy,Crime",91.0,Steve Carr,"director,producer",\N,alive,5.2,112265.0,4.317169750754076,26000000,146336178,185904750
Mo' Better Blues,1990-08-03,"Drama,Music,Romance",129.0,Spike Lee,"director,producer,writer",1957,alive,6.7,12886.0,4.533428848163828,10000000,16153000,16153000
Opal Dream,2006-11-22,"Drama,Family",85.0,Peter Cattaneo,"director,writer,producer",1964,alive,6.5,1018.0,3.180254838125353,9000000,14443,14443
